seed,profile,condition,protocol,frame,epoch,stage,morphology_level,true_key,lure_key,pre_final_key,true_self_p,lure_self_p,lure_present,change_point
261,ground_creature,progressive_persistent,matched_diagnostic,140,0,3,3,0:2,0:4,,0.98429577283392,0.94517358261517,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,141,0,3,3,0:2,0:4,,0.98635480228567,0.9445795410925,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,142,0,3,3,0:2,0:4,,0.98583658159188,0.9437332348629,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,143,0,3,3,0:2,0:4,,0.98457850289117,0.94351063650722,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,144,0,3,3,0:2,0:4,,0.98400639339591,0.94370635173013,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,145,0,3,3,0:2,0:4,,0.98371918285705,0.94279128056442,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,146,0,3,3,0:2,,,0.98323287930132,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,147,0,3,3,0:2,,,0.98323098301488,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,148,0,3,3,0:2,,,0.98343322011822,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,149,0,3,3,0:2,,,0.98590897911229,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,150,0,3,3,0:2,,,0.98793426175153,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,151,0,3,3,0:2,,,0.98934090429461,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,152,0,3,3,0:2,,,0.99066355829236,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,153,0,3,3,0:2,,,0.99141360372091,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,154,0,3,3,0:2,,,0.99201840986537,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,155,0,3,3,0:2,,,0.99277582417548,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,156,0,3,3,0:2,,,0.99317635047689,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,157,0,3,3,0:2,,,0.99374647719506,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,158,0,3,3,0:2,,,0.99409846975797,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,159,0,3,3,0:2,,,0.99438924761916,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,160,0,3,3,0:2,,,0.99475634285157,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,161,0,3,3,0:2,,,0.99496458792414,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,162,0,3,3,0:2,,,0.99509063313684,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,163,0,3,3,0:2,,,0.99511467087886,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,164,0,3,3,0:2,,,0.99514622064548,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,165,0,3,3,0:2,,,0.99526665729898,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,166,0,3,3,0:2,,,0.99541737194856,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,167,0,3,3,0:2,,,0.99551284831207,0.0,0,0
261,ground_creature,progressive_persistent,matched_diagnostic,168,0,4,3,0:2,0:4,0:2,0.99466090182387,0.94335939967071,1,1
261,ground_creature,progressive_persistent,matched_diagnostic,169,0,4,3,0:2,0:4,0:2,0.9935419719077,0.9423862671739,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,170,0,4,3,0:2,0:4,0:2,0.99248545955278,0.94130989844011,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,171,0,4,3,0:2,0:4,0:2,0.9915026311762,0.94108798673271,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,172,0,4,3,0:2,0:4,0:2,0.99051900565417,0.94052890999725,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,173,0,4,3,0:2,0:4,0:2,0.98992729770574,0.93966848219028,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,174,0,4,3,0:2,0:4,0:2,0.98933469101909,0.93951486547316,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,175,0,4,3,0:2,0:4,0:2,0.99027376409437,0.94023052525188,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,176,0,4,3,0:2,0:4,0:2,0.98944335061713,0.94045970506353,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,177,0,4,3,0:2,0:4,0:2,0.98841075544246,0.93876824695295,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,178,0,4,3,0:2,0:4,0:2,0.98739094744641,0.93965118585566,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,179,0,4,3,0:2,0:4,0:2,0.98632346994237,0.93854136722302,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,180,0,4,3,0:2,0:4,0:2,0.98597101741681,0.93887563729891,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,181,0,4,3,0:2,0:4,0:2,0.98577632469936,0.93804006240206,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,182,0,4,3,0:2,0:4,0:2,0.98549197425209,0.93785976596072,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,183,0,4,3,0:2,0:4,0:2,0.98763338088461,0.93883021906645,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,184,0,4,3,0:2,0:4,0:2,0.98692291742463,0.93798139536323,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,185,0,4,3,0:2,0:4,0:2,0.98606944021094,0.93875227426554,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,186,0,4,3,0:2,0:4,0:2,0.98535732587334,0.94016881611948,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,187,0,4,3,0:2,0:4,0:2,0.98462658770465,0.941139944481,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,188,0,4,3,0:2,0:4,0:2,0.98432358069415,0.94269119079686,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,189,0,4,3,0:2,0:4,0:2,0.98403068945475,0.94237309612783,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,190,0,4,3,0:2,0:4,0:2,0.98408374305376,0.94342154005666,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,191,0,4,3,0:2,0:4,0:2,0.98639063069203,0.94384067671956,1,0
261,ground_creature,progressive_persistent,matched_diagnostic,192,0,4,3,0:2,0:4,0:2,0.98579727787976,0.94395863914446,1,0
